Origem da vida;M01_origem_da_vida;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;1;;2.700
Cadeia alimentar e o ciclo dos elementos;M02_cadeia_alimentar_e_ciclo_dos_elementos;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;2;;6.131
Grandes biomas da Terra e do Brasil;M02_grandes_biomas_da_terra_e_do_brasil;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;2;;20.511
Populações e comunidades biológicas;M03_populacoes_e_comunidades_biologicas;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;3;;6.077
Duplicação do DNA;M04_duplicacao_do_DNA;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;4;;25.852
O mundo miscroscópio das células;M05_o_mundo_microscopico_das_celulas;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;5;;18.010
Processos energéticos celulares;M05_processos_energeticos_celulares;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;5;;3.675
Ciclo celular: mitose e meiose;M06_ciclo_celular_mitose_e_meiose;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;6;;1.611
Reprodução e desenvolvimento;M07_reproducao_e_desenvolvimento;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;7;;4.007
Tecidos animais;M07_tecidos_animais;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;7;;5.726
Reprodução humana;M08_reproducao_humana;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;8;;3.808
Biotecnologia;M10_biotecnologia;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;10;;8.276
Ciclo de reprodução ciral;M10_ciclo_de_reproducao_viral;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;10;;2.489
Reprodução de bactérias;M10_reproducao_de_bacterias;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;10;;2.132
Protozoários, algas e fungos;M11_protozoarios_algas_e_fungos;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;11;;4.968
Morfolo;M13_morfologia_das_angiospermas;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;13;;3.224
A ação dos fitormônios;M14_a_acao_dos_fitormonios;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;14;;5.316
Fisiologia das angiospermas;M14_fisiologia_das_angiospermas;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;14;;3.988
Animais invertebrados;M15_animais_invertebrados;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;15;;13.890
Nutrição e circulação;M17_nutricao_e_circulacao;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;17;;5.695
Pele, músculo e esqueleto;M18_pele_musculo_e_esqueleto;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;18;;5.310
Respiração e excreção;M18_respiracao_e_excrecao;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;18;;3124
Integração e controle;M19_integracao_e_controle;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;19;;6.815
Simulação de cruzamento de ervilhas;M20_simulacao_de_cruzamentos_de_ervilhas;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;20;;553
Genética na atualidade;M22_genetica_na_atualidade;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;22;;3.351
Fundamentos da evolução biológica;M23_fundamentos_da_evolucao_biologica;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;23;;6.220
Camuflagem e adaptação;M24_camuflagem_e_adaptacao;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;24;;1.741
Derivação gênica;M24_deriva_genica;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;24;;1.838
Especiação;M24_especiacao;18 - UNO Ensino Médio;259 - UNO Ensino Médio - Biologia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;24;;4.404
Movimento relativo;M01_movimento_relativo;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;17 - in - Multimídia interativa;1 - reap.;2 - flash;1 - Sim;1 - Sim;1;;2.303
Energia mecânica de conservação e dissipação;M07_energia_mecanica_conservacao_e_dissipacao;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;17 - in - Multimídia interativa;1 - reap.;2 - flash;1 - Sim;1 - Sim;7;;3.946
A experiência de Joule;M11_a_experiencia_de_joule;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;11;;1.187
Diagrama de fases;M11_diagrama_de_fases;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;11;;24.474
Primeira Lei da Termodinâmica;M12_primeira_lei_da_termodinamica;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;12;;2.331
Segunda Lei da Termodinâmica;M12_segunda_lei_da_termodinamica;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;12;;3.198
Instrumentos Ópticos;M15_instrumentos_opticos;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;15;;8.481
Onda;M16_onda;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;16;;4.716
Experimento de Coulomb;M17_experimento_de_coulomb;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;17;;2.498
Campo elétrico;M18_campo_eletrico;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;18;;2.143
Indução eletromagnética;M23_inducao_eletromagnetica;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;23;;6.533
Física Quântica;M24_fisica_quantica;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;24;;5.621
Relatividade especial;M24_relatividade_especial;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;24;;5.739
MRU MRUV;M02_mru_mruv;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;2;;512
Lançamentos;M03_lancamentos;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;229
Vetores;M03_vetores;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;211
Sistemas;M05_sistemas;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;5;;503
Colisões;M08_colisoes;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;8;;391
Calorímetro;M11_calorimetro;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;11;;430
Gases;M12_gases;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;12;;339
Lentes;M13_lentes;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;13;;195
Circuito elétrico;M19_circuito_eletrico;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;19;;240
Refração;M14_refracao;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;14;;294
Atrito estático e dinâmico;video_12_atrito_estatico_e_dinamico;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;12;;16.019
Colisões;Video_13_Colisoes;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;13;;30.040
Calor sensível e latente;video_14_Calor_Sensivel_E_Latente;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;14;;19.490
Ondas sonoras;video_15_Ondas_Sonoras;18 - UNO Ensino Médio;263 - UNO Ensino Médio - Física;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;15;;25.704
Regiões do Brasil;M24_regioes_do_brasil;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;24;;2.587
Recursos minerais e fontes de energia;M22_recursos_minerais_e_fontes_de_energia;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;22;;1.778
Brasi: população e movimentos migratórios;M21_brasil_populacao_e_movimentos_migratorios;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;21;;1.719
Brasil: urbanização e espaço industrial;M20_brasil_urbanizacao_e_espaco_industrial;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;20;;269
Biomas do Brasil;M19_biomas_do_brasil;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;19;;10.359
Translação e estações do ano no Brasil;M18_translacao_e_estacoes_do_ano_no_brasil;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;18;;19.921
Massa de ar no Brasil;M18_massas_de_ar_no_brasil;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;18;;1.861
Correntes marítimas da América do sul;M18_correntes_maritimas_america_do_sul;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;18;;1.680
Climas do Brasil;M18_climas_do_brasil;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;18;;3.299
Regiões hidrográficas brasileiras;M17_regioes_hidrograficas_brasileiras;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;17;;1.867
Classificações do relevo brasileiro;M17_classificacoes_do_relevo_brasileiro;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;17;;1.730
Ciclo da água;M17_ciclo_da_agua;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;17;;2.996
As marés e as fases da lua;M17_as_mares_e_as_fases_da_lua;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;17;;4.663
A transposição do rio São Francisco;M17_A transposicao do Rio Sao Francisco;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;17;;1.758
Asia: climas, vegetação e monções;M13_asia_climas_vegetacao_e_moncoes;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;13;;1.980
Formação da União Europeia;M12_formacao_da_uniao_europeia;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;12;;2.951
Europa: climas e vegetação;M12_europa_climas_e_vegetacao;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;12;;11.218
El Niño e La Nina;M11_el_nino_e_la_nina;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;11;;4.747
América do Sul: climas, vegetação e correntes marítmas;M11_america_do_sul_climas_vegetacao_e_correntes_maritimas;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;11;;4.817
Furacões;M10_furacoes;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;10;;4.526
América do Norte: climas, vegetação e correntes marítimas;M09_america_do_norte_climas_vegetacao_e_correntes_maritimas;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;9;;3.380
Formação da União Europeia;M08_formacao_da_uniao_europeia;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;8;;2.951
Retratação da vegetação nativa brasileira;M07_retracao_da_vegetacao_nativa_brasileira;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;7;;4.664
Espaço agropecuário mundial;M07_espaco_agropecuario_mundial;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;7;;2.251
Inversão térmica;M04_inversao_termica;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;4;;1.539
Efeito estufa;M04_efeito_estufa;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;4;;4.766
Chuva ácida;M04_chuva_acida;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;4;;10.040
Principais correntes marítimas;M03_principais_correntes_maritimas;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;1.757
Massas de ar;M03_massas_de_ar;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;3;;1.761
El Niño e La Nina;M03_el_nino_e_la_nina;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;3;;4.747
Efeito estufa;M03_efeito_estufa;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;3;;4.766
Climas do mundo;M03_climas_do_mundo;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;2.939
Ciclo do carbono;M03_ciclo_do_carbono;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;3;;1.086
